date,Hour,quantity
2015-11-29,16,11
2015-11-29,17,8
2015-11-29,18,12
2015-11-29,19,19
2015-11-29,20,15
2015-11-29,21,2
2015-11-30,11,18
2015-11-30,12,26
2015-11-30,13,7
2015-11-30,14,4
2015-11-30,15,12
2015-11-30,16,11
2015-11-30,17,17
2015-11-30,18,15
2015-11-30,19,10
2015-11-30,20,6
2015-11-30,21,3
2015-11-30,22,5
2015-12-01,11,11
2015-12-01,12,24
2015-12-01,13,26
2015-12-01,14,6
2015-12-01,15,7
2015-12-01,16,5
2015-12-01,17,16
2015-12-01,18,13
2015-12-01,19,12
2015-12-01,20,3
2015-12-01,21,7
2015-12-01,22,1
2015-12-02,11,11
2015-12-02,12,31
2015-12-02,13,21
2015-12-02,14,2
2015-12-02,15,11
2015-12-02,16,12
2015-12-02,17,7
2015-12-02,18,16
2015-12-02,19,7
2015-12-02,20,6
2015-12-02,21,4
2015-12-02,22,4
2015-12-03,11,5
2015-12-03,12,29
2015-12-03,13,9
2015-12-03,14,12
2015-12-03,15,5
2015-12-03,16,6
2015-12-03,17,22
2015-12-03,18,14
2015-12-03,19,18
2015-12-03,20,12
2015-12-03,21,4
2015-12-04,11,6
2015-12-04,12,13
2015-12-04,13,30
2015-12-04,14,12
2015-12-04,15,18
2015-12-04,16,18
2015-12-04,17,22
2015-12-04,18,10
2015-12-04,19,13
2015-12-04,20,20
2015-12-04,21,6
2015-12-04,22,6
2015-12-04,23,2
2015-12-05,11,7
2015-12-05,12,22
2015-12-05,13,19
2015-12-05,14,14
2015-12-05,15,16
2015-12-05,16,11
2015-12-05,17,5
2015-12-05,18,22
2015-12-05,19,26
2015-12-05,20,12
2015-12-05,21,4
2015-12-05,22,2
2015-12-06,12,4
2015-12-06,13,18
2015-12-06,14,22
2015-12-06,15,10
2015-12-06,16,14
2015-12-06,17,9
2015-12-06,18,26
2015-12-06,19,25
2015-12-06,20,10
2015-12-06,21,2
2015-12-06,22,2
2015-12-07,11,9
2015-12-07,12,34
2015-12-07,13,10
2015-12-07,14,4
2015-12-07,15,6
2015-12-07,16,14
2015-12-07,17,15
2015-12-07,18,17
2015-12-07,19,11
2015-12-07,20,20
2015-12-07,21,6
2015-12-07,22,4
2015-12-08,11,6
2015-12-08,12,11
2015-12-08,13,31
2015-12-08,15,5
2015-12-08,16,14
2015-12-08,17,9
2015-12-08,18,9
2015-12-08,19,14
2015-12-08,20,7
2015-12-08,21,2
2015-12-08,22,2
2015-12-09,11,4
2015-12-09,12,21
2015-12-09,13,30
2015-12-09,14,5
2015-12-09,15,24
2015-12-09,16,7
2015-12-09,17,17
2015-12-09,18,16
2015-12-09,19,12
2015-12-09,20,18
2015-12-09,21,3
2015-12-09,22,3
2015-12-10,11,7
2015-12-10,12,13
2015-12-10,13,22
2015-12-10,14,11
2015-12-10,15,7
2015-12-10,16,5
2015-12-10,17,19
2015-12-10,18,2
2015-12-10,19,7
2015-12-10,20,11
2015-12-10,21,8
2015-12-10,22,6
2015-12-11,11,3
2015-12-11,12,26
2015-12-11,13,20
2015-12-11,14,8
2015-12-11,15,16
2015-12-11,16,7
2015-12-11,17,11
2015-12-11,18,17
2015-12-11,19,20
2015-12-11,20,13
2015-12-11,21,10
2015-12-11,22,13
2015-12-12,11,3
2015-12-12,12,12
2015-12-12,13,15
2015-12-12,14,16
2015-12-12,15,8
2015-12-12,16,12
2015-12-12,17,9
2015-12-12,18,12
2015-12-12,19,13
2015-12-12,20,14
2015-12-12,21,9
2015-12-12,22,4
2015-12-13,11,6
2015-12-13,12,6
2015-12-13,13,21
2015-12-13,14,14
2015-12-13,15,7
2015-12-13,16,11
2015-12-13,17,16
2015-12-13,18,27
2015-12-13,19,7
2015-12-13,20,7
2015-12-13,21,2
2015-12-13,22,6
2015-12-14,11,3
2015-12-14,12,47
2015-12-14,13,4
2015-12-14,15,8
2015-12-14,16,11
2015-12-14,17,21
2015-12-14,18,10
2015-12-14,19,9
2015-12-14,20,11
2015-12-14,21,2
2015-12-14,22,5
2015-12-15,11,10
2015-12-15,12,23
2015-12-15,13,26
2015-12-15,14,4
2015-12-15,15,7
2015-12-15,16,10
2015-12-15,17,14
2015-12-15,18,19
2015-12-15,19,22
2015-12-15,20,7
2015-12-15,21,1
2015-12-15,22,1
2015-12-16,11,10
2015-12-16,12,9
2015-12-16,13,33
2015-12-16,14,4
2015-12-16,15,7
2015-12-16,16,9
2015-12-16,17,14
2015-12-16,18,22
2015-12-16,19,7
2015-12-16,20,10
2015-12-16,21,8
2015-12-17,11,3
2015-12-17,12,12
2015-12-17,13,11
2015-12-17,14,15
2015-12-17,15,3
2015-12-17,16,10
2015-12-17,17,9
2015-12-17,18,20
2015-12-17,19,17
2015-12-17,20,7
2015-12-17,21,2
2015-12-17,22,4
2015-12-18,11,7
2015-12-18,12,24
2015-12-18,13,31
2015-12-18,14,12
2015-12-18,15,2
2015-12-18,16,6
2015-12-18,17,23
2015-12-18,18,32
2015-12-18,19,6
2015-12-18,20,14
2015-12-18,21,11
2015-12-18,22,8
2015-12-19,11,6
2015-12-19,12,21
2015-12-19,13,16
2015-12-19,14,2
2015-12-19,15,6
2015-12-19,16,13
2015-12-19,17,21
2015-12-19,18,13
2015-12-19,19,6
2015-12-19,20,14
2015-12-19,21,15
2015-12-19,22,2
2015-12-19,23,4
2015-12-20,11,1
2015-12-20,12,5
2015-12-20,13,40
2015-12-20,14,4
2015-12-20,15,3
2015-12-20,16,10
2015-12-20,17,6
2015-12-20,18,15
2015-12-20,19,24
2015-12-20,20,13
2015-12-20,22,3
2015-12-21,11,22
2015-12-21,12,18
2015-12-21,13,10
2015-12-21,14,19
2015-12-21,15,10
2015-12-21,16,9
2015-12-21,17,14
2015-12-21,18,11
2015-12-21,19,7
2015-12-21,20,3
2015-12-21,21,2
2015-12-21,22,5
2015-12-22,11,9
2015-12-22,12,19
2015-12-22,13,10
2015-12-22,14,4
2015-12-22,15,9
2015-12-22,16,23
2015-12-22,17,8
2015-12-22,18,6
2015-12-22,19,5
2015-12-22,20,13
2015-12-22,21,6
2015-12-22,22,2
2015-12-23,11,11
2015-12-23,12,11
2015-12-23,13,23
2015-12-23,14,10
2015-12-23,15,17
2015-12-23,16,1
2015-12-23,17,18
2015-12-23,18,16
2015-12-23,19,7
2015-12-23,20,10
2015-12-23,21,10
2015-12-24,11,13
2015-12-24,12,14
2015-12-24,13,20
2015-12-24,14,4
2015-12-24,15,16
2015-12-24,16,10
2015-12-24,17,14
2015-12-24,18,13
2015-12-24,19,6
2015-12-24,20,14
2015-12-24,21,5
2015-12-24,22,2
2015-12-26,11,1
2015-12-26,12,11
2015-12-26,13,3
2015-12-26,14,16
2015-12-26,15,8
2015-12-26,16,11
2015-12-26,17,2
2015-12-26,18,12
2015-12-26,19,7
2015-12-26,20,4
2015-12-26,21,10
2015-12-26,22,10
2015-12-27,11,4
2015-12-27,12,13
2015-12-27,13,2
2015-12-27,14,4
2015-12-27,15,26
2015-12-27,16,16
2015-12-27,17,7
2015-12-27,19,9
2015-12-27,20,5
2015-12-27,21,3
2015-12-28,11,3
2015-12-28,12,36
2015-12-28,13,3
2015-12-28,14,2
2015-12-28,15,5
2015-12-28,16,8
2015-12-28,17,14
2015-12-28,18,11
2015-12-28,19,8
2015-12-28,20,2
2015-12-28,21,8
2015-12-28,22,2
2015-12-29,11,2
2015-12-29,12,7
2015-12-29,13,33
2015-12-29,14,2
2015-12-29,15,3
2015-12-29,16,5
2015-12-29,17,5
2015-12-29,18,8
2015-12-29,19,8
2015-12-29,21,4
2015-12-29,22,3
2015-12-30,11,21
2015-12-30,12,19
2015-12-30,13,6
2015-12-30,14,2
2015-12-30,15,5
2015-12-30,16,5
2015-12-30,17,8
2015-12-30,18,4
2015-12-30,19,8
2015-12-30,20,4
2015-12-31,11,5
2015-12-31,12,13
2015-12-31,13,19
2015-12-31,14,9
2015-12-31,15,17
2015-12-31,16,24
2015-12-31,17,15
2015-12-31,18,27
2015-12-31,19,23
2015-12-31,20,17
2015-12-31,21,7
2015-12-31,22,1
2015-12-31,23,1
